"Accession name"	"PI (no.)"	"MUNQ (no.)z"	"Ploidy"	"Ma1"	"Q8"	"TA (g·L-1)"	"pH"	"Date(s) harvested"	"SPI"	"Region of origin"	"PLANTID.x"	"ACP"	"apple_id"	"PLANTID.y"	"ACCID"	"origin"	"species"	"use"	"country"	"world"	"release_year"	"acidity_16_stor"	"brix_16_stor"	"weight_avg_16_stor"	"firmness_avg_16_stor"	"brix_acid_16_stor"	"acidity_16_harv"	"juiciness_16_harv"	"date_jul_16_harv"	"weight_avg_16_harv"	"brix_avg_16_harv"	"firmness_avg_16_harv"	"flowering_jul_16_harv"	"precocity_16_harv"	"brix_acid_16_harv"	"time_ripen_16_harv"	"percent_acidity_16"	"percent_brix_16"	"percent_weight_16"	"percent_firmness_avg_16"	"percent_brix_acid_16"	"acidity_17_stor"	"brix_17_stor"	"weight_avg_17_stor"	"firmness_avg_17_stor"	"brix_acid_17_stor"	"brix_17_harv"	"acidity_17_harv"	"date_jul_17_harv"	"firmness_avg_17_harv"	"weight_avg_17_harv"	"brix_acid_17_harv"	"percent_acidity_17"	"percent_brix_17"	"percent_weight_avg_17"	"percent_firmness_avg_17"	"percent_brix_acid_17"	"tpc"	"frap"	"time_ripen_2017"
"Arkansas"	588952	"n/a"	3	"mamama"	"Q8Q8Q8"	1.84	4.6	"21 Sept. 2017, 27 Sept. 2018, 20 Sept. 2019"	"7.6"	"North America"	"Arkansas"	"PI"	431	"Arkansas"	"6090"	"USDA"	"domestica"	"dessert"	"United States"	"new"	"1868"	"NA"	"NA"	"NA"	"NA"	"NA"	"1.6623420687773001"	"13.2392394782753"	"276.37494694894099"	"83.199081403648293"	"11.1180552224089"	"8.9575910416080706"	"156.538764819112"	"1.9895894373855201"	"5.7081311993939297"	"119.97445683680201"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Belle Fille"	162709	"n/a"	3	"Mamama"	"Q8Q8Q8"	1.88	4.6	"29 Sept. 2017, 16 Sept. 2018, 26 Sept. 2019"	"7.6"	"France"	"Belle Fille"	"PI"	553	"Belle Fille"	"140199"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"2.4182054193519802"	"18.978054618427301"	"278.88820376921598"	"83.483992424853099"	"11.5722534235422"	"7.77447187612524"	"151.77343240942201"	"1.51313551400862"	"5.0235412940290098"	"127.576265907932"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"10.5829542062058"	"11.749819392192"	"NA"
"Bulmer Norman"	588808	"618"	3	"Mamama"	"Q8Q8Q8"	1.96	4.4	"21 Sept. 2017, 16 Sept. 2018, 20 Sept. 2019"	"7.2"	"France"	"Bulmer Norman"	"PI"	366	"Bulmer Norman"	"2985"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"2.8140000000000001"	"13.9"	"106.33199999999999"	"3.7854999999999999"	"4.9395877754086701"	"1.5464158507169801"	"17.4463147372647"	"280.23022010473801"	"135.769574986821"	"12.671989569761999"	"4.5978469295042501"	"153.73466085368"	"1.4643260036593999"	"7.9604650909791097"	"126.049461928711"	"81.969164290143397"	"9.6907468513728006"	"-21.682011591830101"	"-17.667985514947102"	"-37.948502770192803"	"NA"	"NA"	"NA"	"NA"	"NA"	"12.0878735128027"	"3.7304900726963202"	"254.279203634086"	"8.4320017828540301"	"172.73819447513"	"3.2894786544630299"	"NA"	"NA"	"NA"	"NA"	"NA"	"6.6319738527966701"	"6.5722348202622998"	"100.269852668734"
"Doucet Rouge"	161760	"n/a"	3	"mamama"	"Q8Q8Q8"	2.03	4.2	"15 Aug. 2018, 20 Sept. 2019"	"7.5"	"France"	"Doucet Rouge"	"PI"	521	"Doucet Rouge"	"139523"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"1.88542089844316"	"16.746314737264701"	"311.73424568536598"	"99.267661112459706"	"12.6603334681413"	"7.1001445648753503"	"154.221710446218"	"2.0145871654344099"	"6.6067186813700003"	"157.76355138949299"	"NA"	"NA"	"NA"	"NA"	"NA"	"2.0636000000000001"	"11.8"	"135.33600000000001"	"5.0754000000000001"	"5.7181624345803499"	"11.6154034714326"	"2.3798763288953899"	"281.40308254620999"	"8.0897676629024797"	"134.191369760583"	"4.2814515382245002"	"-13.2896119456001"	"1.58923905675257"	"0.85298349771613402"	"-37.261486219506203"	"33.556631052085798"	"6.04430154800436"	"7.03553014548371"	"127.348819293391"
"Nehou"	175544	"n/a"	3	"mamama"	"Q8Q8Q8"	2.21	4.5	"17 Sept. 2018"	"7.3"	"France"	"Nehou"	"PI"	925	"Nehou"	"152072"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"1.9671282551496401"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Gros Frequin"	131105	"n/a"	3	"mamama"	"Q8Q8Q8"	2.26	4.2	"27 Sept. 2018, 09 Oct. 2019"	"7"	"France"	"Gros Frequin"	"PI"	761	"Gros Frequin"	"133885"	"USDA"	"domestica"	"NA"	"France"	"old"	"NA"	"3.3231999999999999"	"15.9"	"76.090999999999994"	"4.8426"	"4.7845450168512302"	"2.1118977598151201"	"15.040993653697599"	"285.49302011464499"	"85.351161765077606"	"13.323622571623799"	"8.2906124386020892"	"154.12831564750601"	"0.99461892414547304"	"6.0407890326448399"	"130.940277127662"	"57.356102328122198"	"19.3369139250708"	"-10.849485318741699"	"-41.589357410409498"	"-20.796025304058499"	"NA"	"NA"	"NA"	"NA"	"NA"	"14.1289890174876"	"3.9784042514354301"	"253.93853491223001"	"10.741938346284"	"85.378911309058495"	"3.6099238143655401"	"NA"	"NA"	"NA"	"NA"	"NA"	"12.577345507547401"	"14.0298191981133"	"99.810068944811206"
"Surpasse Frequin"	125566	"n/a"	3	"mamama"	"Q8Q8Q8"	2.58	4	"18 Sept. 2019"	"7.9"	"France"	"Surpasse Frequin"	"PI"	1139	"Surpasse Frequin"	"132770"	"USDA"	"domestica"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"155.10079225555901"	"1.9869933514348199"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"2.7336"	"12.3"	"130.41800000000001"	"6.0373999999999999"	"4.4995610184372303"	"10.883451733386"	"2.6720154392248201"	"267.82480313964999"	"9.3117158077073192"	"125.255232913748"	"4.1784409041265498"	"2.30479808878074"	"13.015615829568199"	"4.1217975218705103"	"-35.163399263078503"	"7.68516587116377"	"NA"	"NA"	"113.804183733225"
"Teint Fraise"	127370	"n/a"	3	"mamama"	"Q8Q8Q8"	2.65	4.2	"06 Oct. 2017, 19 Oct. 2018, 30 Oct. 2019"	"7.6"	"France"	"Teint Fraise"	"PI"	1143	"Teint Fraise"	"133237"	"USDA"	"domestica"	"dessert"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"0.94594698545243106"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Peau De Vache"	136489	"n/a"	3	"mamama"	"Q8Q8Q8"	3.17	4.1	"05 Oct. 2018, 24 Oct. 2019"	"8"	"France"	"Peau de Vache"	"PI"	1074	"Peau de Vache"	"134730"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"8.2854208984431494"	"12.746314737264701"	"297.73424568536598"	"108.06766111246"	"12.2714445792524"	"7.6271445648753504"	"154.27279954826599"	"0.97615130437780295"	"1.4418486750288499"	"143.76355138949299"	"NA"	"NA"	"NA"	"NA"	"NA"	"2.5057999999999998"	"12.3"	"108.986"	"5.0636000000000001"	"4.9086120201133401"	"11.1982348276315"	"NA"	"274.01484096484802"	"9.2802018165081002"	"92.014777624234199"	"NA"	"NA"	"9.8387396703800896"	"18.444018247886401"	"-45.4365314449023"	"NA"	"5.8895713274846999"	"6.3307002659511298"	"NA"
"Notaire"	137094	"n/a"	3	"Mama-"	"Q8q8-"	3.88	4	"21 Sept. 2017, 27 Sept. 2018"	"7.1"	"France"	"Notaire"	"PI"	1050	"Notaire"	"134828"	"USDA"	"domestica"	"NA"	"Belgium"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"152.091551908669"	"1.9970714859488701"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"4.6631999999999998"	"10.3"	"148.97999999999999"	"5.8453999999999997"	"2.2087836678675599"	"9.6859198484698403"	"5.4262179813956797"	"260.930978535262"	"9.6017764646281094"	"163.828189485705"	"1.83442054651478"	"-14.0616905552221"	"6.3399260074113801"	"-9.0632689846093903"	"-39.121682101913002"	"20.407704332795099"	"NA"	"NA"	"108.820436151138"
"Stayman"	588975	"117.2"	3	"Mama-"	"Q8q8-"	4.28	3.6	"19 Oct. 2017, 02 Nov. 2018"	"5.9"	"North America"	"Stayman"	"PI"	135	"Stayman"	"6526"	"USDA"	"domestica"	"dessert"	"United States"	"new"	"1895"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.945577012521"	"1.5583953066660801"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"6.4051999999999998"	"15.6"	"146.94749999999999"	"5.1185"	"2.4355211390745"	"11.328473684759"	"9.4514244014357995"	"281.79511594099603"	"10.148872588403201"	"176.27956789758801"	"1.1013459756191799"	"-32.230320764910701"	"37.706106171988402"	"-16.6395165630477"	"-49.5658265938943"	"121.14042208264701"	"NA"	"NA"	"127.733555269767"
"Rott Jarnpple"	102148	"n/a"	3	"Mama-"	"Q8q8-"	4.37	3.5	"21 Sept. 2017"	"7"	"Central Europe"	"Rott Jarnpple"	"PI"	1038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mutsu"	223602	"874.2"	3	"Mama-"	"Q8q8-"	4.73	3.5	"15 Sept. 2017, 19 Oct. 2018"	"6.4"	"Japan"	"Mutsu"	"PI"	963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Smokehouse"	589903	"n/a"	3	"Mama-"	"Q8q8-"	4.79	3.5	"05 Oct. 2018"	"6"	"North America"	"Smokehouse"	"PI"	1210	"Smokehouse"	"21910"	"USDA"	"domestica"	"cider"	"United States"	"new"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.10810741890501"	"0.93087846556403897"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"3.7654000000000001"	"13.1"	"119.354"	"5.4969999999999999"	"3.4790460508843699"	"12.076314807341401"	"5.7163191954052497"	"278.88294479539798"	"9.40766166114906"	"164.832027851025"	"2.1954723825074201"	"-34.128940822153297"	"8.4768011515920705"	"-27.590528639329701"	"-41.568902050325299"	"58.464578220337103"	"NA"	"NA"	"125.96736346091301"
"Ribston"	588840	"907.2"	3	"Mama-"	"Q8q8-"	4.86	3.6	"21 Sept. 2017, 7 Sept. 2018"	"7.3"	"England"	"Ribston"	"PI"	1233	"Ribston"	"3662"	"Kentville"	"domestica"	"dessert"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.80913913250299"	"1.0677418780523"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"5.1456"	"12.5"	"132.91999999999999"	"4.3826000000000001"	"2.4292599502487602"	"12.984549591494501"	"8.0121314208970507"	"261.093848082649"	"9.4008043211048893"	"158.254991439343"	"1.5759908305133801"	"-35.777388940733402"	"-3.7317396963226499"	"-16.008968316840502"	"-53.380584785059"	"54.141756615260697"	"NA"	"NA"	"107.107684640624"
"Ribston"	588840	"907.2"	3	"Mama-"	"Q8q8-"	4.86	3.6	"21 Sept. 2017, 7 Sept. 2018"	"7.3"	"England"	"Ribston"	"PI"	1234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Reinette van Ekenstein"	188521	"n/a"	3	"Mama-"	"Q8Q8Q8"	5.06	3.5	"21 Sept. 2017, 17 Sept. 2018"	"7.5"	"Northern Europe"	"Reinette van Ekenstein"	"PI"	1125	"Reinette van Ekenstein"	"161404"	"USDA"	"domestica"	"dessert"	"Netherlands"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"6.77045887176235"	"16.969473614535801"	"267.164283409809"	"160.03047337469999"	"11.0396648367489"	"6.6454298163887904"	"154.07251209033799"	"1.47565768556455"	"1.6419505148018301"	"112.988987108026"	"NA"	"NA"	"NA"	"NA"	"NA"	"4.7302"	"12.6"	"138.05250000000001"	"5.0804999999999998"	"2.66373514861951"	"11.145422062137801"	"8.3250739758845906"	"253.64429434919199"	"7.7280927326809703"	"214.05141817709799"	"1.34993642298964"	"-43.181285671429897"	"13.0509004482079"	"-35.504982318883499"	"-34.259329232485598"	"97.323007458400298"	"3.8781735547406999"	"3.7078250045376202"	"99.606734126669593"
"Rhode Island Greening"	589520	"n/a"	3	"Mama-"	"Q8Q8Q8"	5.59	3.5	"26 Oct. 2017, 19 Oct. 2018"	"7.5"	"North America"	"Rhode Island Greening"	"PI"	131	"Rhode Island Greening"	"17787"	"USDA"	"domestica"	"dessert"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"6.4829137537091803"	"13.3463147372647"	"304.381208036337"	"166.88380278849399"	"12.7142763301537"	"6.9971616956373603"	"151.72390951026199"	"1.0418048799619"	"1.8916690323076399"	"152.526383385749"	"NA"	"NA"	"NA"	"NA"	"NA"	"4.5827999999999998"	"14.3"	"191.11600000000001"	"5.2653999999999996"	"3.1203630967967202"	"12.837891228521899"	"8.2867664027922494"	"281.60447505155201"	"10.0407896252452"	"241.34808762796001"	"1.5981371849907"	"-44.697367136404203"	"11.3890104336586"	"-20.813128507317298"	"-47.5599011977963"	"95.250015211608897"	"4.5913868146220196"	"4.5644679922128004"	"129.55617062331399"
"Reinette Jaeghers"	131561	"n/a"	3	"Mama-"	"Q8q8-"	6.2	3.5	"15 Sept. 2017, 12 Oct. 2018"	"7.9"	"Central Europe"	"Reinette Jaeghers"	"PI"	1105	"Reinette Jaeghers"	"133985"	"USDA"	"domestica"	"dessert"	"Switzerland"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"152.342496239572"	"1.00283415430291"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"12.674660648994999"	"9.0102128708434392"	"269.109896120038"	"9.1453225412485306"	"383.98854218344798"	"1.3508637333958"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Tom Putt"	125271	"n/a"	3	"Mama-"	"Q8Q8Q8"	6.37	3.4	"06 Oct. 2017"	"6.6"	"England"	"Tom Putt"	"PI"	1165	"Tom Putt"	"132694"	"USDA"	"domestica"	"cider"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.77343240942201"	"1.01313551400862"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"6.8608000000000002"	"11.3"	"185.72399999999999"	"3.6816"	"1.6470382462686599"	"11.853150082190799"	"8.9383523932806899"	"246.729525920778"	"8.6208371788783094"	"198.72818904416599"	"1.3489337309249401"	"-23.243124704307601"	"-4.6666926374441102"	"-6.5437063089604797"	"-57.294170814173398"	"22.0992705949546"	"NA"	"NA"	"92.754192431372104"
"Ashmead's Kernel"	589654	"1546"	3	"Mama-"	"Q8q8-"	6.7	3.4	"19 Oct. 2017, 19 Oct. 2018"	"6"	"England"	"Ashmead's Kernel"	"PI"	529	"Ashmead's Kernel"	"18745"	"USDA"	"domestica"	"dessert"	"United Kingdom"	"old"	"1720"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"154.08530662187599"	"0.91966934404584"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Roxbury Russet"	588971	"n/a"	3	"Mama-"	"Q8Q8Q8"	6.76	3.4	"19 Oct. 2017, 25 Oct. 2018"	"6.6"	"North America"	"Roxbury Russet"	"PI"	989	"Roxbury Russet"	"6428"	"USDA"	"domestica"	"dessert"	"United States"	"new"	"NA"	"7.2762000000000002"	"15.2"	"98.403999999999996"	"6.8127000000000004"	"2.0890025013056301"	"6.8528277343060404"	"13.085672570130599"	"310.30464390403898"	"138.18400257039301"	"13.8979455744389"	"10.0993656352986"	"154.16050402320801"	"1.02074048866834"	"2.0248034226549998"	"155.56443736628299"	"6.1780666625327498"	"9.3686827206737497"	"-28.787704676689"	"-32.543287905245002"	"3.1706326615375899"	"7.4101999999999997"	"17"	"NA"	"NA"	"2.2941351110631301"	"12.7747029632823"	"9.3547439348027108"	"282.14868171228699"	"10.3793201256528"	"170.07231546179699"	"1.3208447141453501"	"-20.786714723086899"	"33.075501237580703"	"NA"	"NA"	"73.686966113010897"	"4.8995865738289002"	"4.4341192707250903"	"128.175584644732"
"Canavial-14"	183961	"n/a"	3	"Mama-"	"Q8Q8Q8"	7.93	3.4	"26 Oct. 2017, 02 Nov. 2018"	"5.7"	"Central Europe"	"Canavial-14"	"PI"	453	"Canavial-14"	"159258"	"USDA"	"domestica"	"cider"	"Portugal"	"old"	"NA"	"6.9009999999999998"	"13"	"168.14750000000001"	"5.5490000000000004"	"1.88378495870164"	"6.9854208984431603"	"8.6463147372646691"	"311.73424568536598"	"187.06766111246"	"12.538111245919101"	"6.4911445648753601"	"153.45084371977501"	"1.00625459012361"	"1.7534187649121999"	"157.76355138949299"	"-1.2085298748708999"	"3.68387825743079"	"-10.114073699294099"	"-14.5143056892225"	"7.4349719757885602"	"5.3465999999999996"	"14.4"	"171.024"	"5.2750000000000004"	"2.6933004152171498"	"11.796503049861601"	"11.0734784978054"	"282.51698191264398"	"9.8086561215549004"	"273.79078817685701"	"1.17294589615955"	"-51.717068841018502"	"22.070073979838799"	"-37.534786638063999"	"-46.220971205138"	"129.618469533465"	"4.6617466529279197"	"4.2716771541054896"	"129.54232336885201"
"Rouge Belle De Boskoop"	589143	"886.2"	3	"Mama-"	"Q8q8-"	9.07	3.4	"07 Sept. 2018"	"7.7"	"France"	"Rouge Belle de Boskoop"	"PI"	919	"Rouge Belle de Boskoop"	"10227"	"USDA"	"domestica"	"NA"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"152.28958828333501"	"3.0054798482937799"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"10.626200000000001"	"16"	"NA"	"NA"	"1.50571229602304"	"13.848156040264699"	"11.9593078521824"	"284.97766256786201"	"9.7461680928344503"	"256.01553948492199"	"1.1669969945896701"	"-11.1470318237449"	"15.5388483021034"	"NA"	"NA"	"29.024522171324499"	"NA"	"NA"	"132.83241810000601"
"Reinette D'Anjou"	590135	"n/a"	3	"Mama-"	"Q8q8-"	11.17	3.3	"12 Oct. 2018"	"6.7"	"France"	"Reinette d' Anjou"	"PI"	1083	"Reinette d' Anjou"	"24718"	"USDA"	"domestica"	"dessert"	"Germany"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.780508708767"	"1.03907251036082"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"7.9729999999999999"	"13.7"	"207.47200000000001"	"5.3834999999999997"	"2.7381228572165099"	"12.297040712636599"	"14.839466899082099"	"281.83259954185797"	"8.4468518747379804"	"226.062883461833"	"0.73939081497891102"	"-46.271654809289899"	"11.4089179677327"	"-8.2237664039049392"	"-36.266196213284601"	"270.32145946993001"	"NA"	"NA"	"127.87714802089801"
